species,species_id,individual-local-identifier,date,daily_dist_km,avg_speed_kmh,max_speed_kmh,pct_migrating
Barn Swallow,2,H976,2014-08-21,0.0,0.0,0.0,0.0
Barn Swallow,2,H982,2014-06-14,0.0,0.0,0.0,0.0
Barn Swallow,2,H974,2014-07-31,0.0,0.0,0.0,0.0
Barn Swallow,2,H992,2014-03-21,0.0,0.0,0.0,0.0
Barn Swallow,2,H988,2014-04-29,0.0,0.0,0.0,0.0
Barn Swallow,2,H987,2014-05-21,0.0,0.0,0.0,0.0
Barn Swallow,2,H989,2014-06-07,0.0,0.0,0.0,0.0
Barn Swallow,2,H992,2014-04-22,0.0,0.0,0.0,0.0
Barn Swallow,2,H982,2014-10-22,0.0,0.0,0.0,0.0
Barn Swallow,2,H989,2014-01-27,0.0,0.0,0.0,0.0
Barn Swallow,2,H988,2014-07-14,0.0,0.0,0.0,0.0
Barn Swallow,2,H982,2014-08-15,0.0,0.0,0.0,0.0
Barn Swallow,2,H978,2014-04-15,0.0,0.0,0.0,0.0
Barn Swallow,2,H992,2014-06-09,0.0,0.0,0.0,0.0
Barn Swallow,2,H989,2014-02-06,0.0,0.0,0.0,0.0
Barn Swallow,2,H982,2014-03-14,101.28488654322517,3.957386541250345,7.819448173178692,0.0
Barn Swallow,2,H989,2014-03-01,50.07740199359219,1.854298895074488,3.708597790148976,0.0
Barn Swallow,2,H989,2014-01-14,0.0,0.0,0.0,0.0
Barn Swallow,2,H988,2014-10-06,50.23280150712365,2.227728459466408,4.455456918932816,0.0
Barn Swallow,2,H988,2014-01-14,0.0,0.0,0.0,0.0
Barn Swallow,2,H980,2014-09-01,0.0,0.0,0.0,0.0
Barn Swallow,2,H992,2014-07-23,0.0,0.0,0.0,0.0
Barn Swallow,2,H980,2014-03-15,3.1015928427247594,0.13174103666964165,0.18213415271003355,0.0
Barn Swallow,2,H982,2014-06-06,49.96211448813371,2.213270151813567,4.426540303627134,0.0
Barn Swallow,2,H974,2014-02-25,3.914342951361288,0.16630579955055794,0.18807904843445197,0.0
Barn Swallow,2,H989,2014-07-20,0.0,0.0,0.0,0.0
Barn Swallow,2,H976,2014-02-11,0.0,0.0,0.0,0.0
Barn Swallow,2,H987,2014-07-11,0.0,0.0,0.0,0.0
Barn Swallow,2,H980,2014-05-03,0.0,0.0,0.0,0.0
Barn Swallow,2,H974,2014-04-24,0.0,0.0,0.0,0.0
Barn Swallow,2,H982,2014-09-04,0.0,0.0,0.0,0.0
Barn Swallow,2,H988,2014-04-13,51.784128687826936,2.0406198090566243,4.081239618113249,0.0
Barn Swallow,2,H987,2014-02-24,64.5127764976773,2.534468855661515,3.644850090327821,0.0
Barn Swallow,2,H974,2014-04-30,0.0,0.0,0.0,0.0
Barn Swallow,2,H987,2014-04-06,10.601926629726297,0.436082794763087,0.5967180012487967,0.0
Barn Swallow,2,H976,2014-09-22,3.249694147203601,0.12949854914692233,0.25899709829384465,0.0
Barn Swallow,2,H992,2014-10-07,61.596976792595015,2.407250608326635,3.8569176512727186,0.0
Barn Swallow,2,H980,2014-03-01,0.0,0.0,0.0,0.0
Barn Swallow,2,H989,2014-02-22,1020.2781215048162,39.631162481007884,64.2847094997903,50.0
Barn Swallow,2,H988,2014-08-23,0.0,0.0,0.0,0.0
Barn Swallow,2,H982,2014-07-03,0.0,0.0,0.0,0.0
Barn Swallow,2,H989,2014-06-20,0.0,0.0,0.0,0.0
Barn Swallow,2,H992,2014-09-07,0.0,0.0,0.0,0.0
Barn Swallow,2,H987,2014-07-23,0.0,0.0,0.0,0.0
Barn Swallow,2,H988,2014-07-05,0.0,0.0,0.0,0.0
Barn Swallow,2,H992,2014-04-12,50.986737499629385,2.229849057275205,4.45969811455041,0.0
Barn Swallow,2,H989,2014-09-17,158.1438517639519,6.247864032288874,12.495728064577747,0.0
Barn Swallow,2,H982,2014-09-26,0.0,0.0,0.0,0.0
Barn Swallow,2,H978,2014-08-14,0.0,0.0,0.0,0.0
Barn Swallow,2,H974,2014-03-26,50.037716990051855,2.1868038600066364,4.373607720013273,0.0
Barn Swallow,2,H976,2014-09-25,202.24329132068874,8.014916828950259,15.847606498267764,50.0
Barn Swallow,2,H988,2014-03-15,52.11181154396581,2.056780065747794,3.9274360346266106,0.0
Barn Swallow,2,H992,2014-04-17,35.00340100648497,1.517634690521075,3.03526938104215,0.0
Barn Swallow,2,H992,2014-07-24,0.0,0.0,0.0,0.0
Barn Swallow,2,H976,2014-09-06,19.96510500859053,0.8595974122865299,1.7191948245730597,0.0
Barn Swallow,2,H987,2014-06-06,15.902889599554932,0.6750112311457749,1.3500224622915498,0.0
Barn Swallow,2,H976,2014-10-01,52.77525475088869,2.353777527538639,4.501329533453326,0.0
Barn Swallow,2,H992,2014-06-28,0.0,0.0,0.0,0.0
Barn Swallow,2,H992,2014-09-05,0.0,0.0,0.0,0.0
Barn Swallow,2,H982,2014-04-01,277.4719231569059,12.175754794793532,24.351509589587064,50.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-07-15,575.8376963227321,0.7996955959449358,0.7996955959449358,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-08-01,11.739497895117374,0.028775786848542456,0.028775786848542456,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-08-15,319.072104581586,0.9496193588737679,0.9496193588737679,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-09-01,6513.620632298113,15.966147837143494,15.966147837143494,100.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-09-08,0.18340110596640818,0.0010914422567298414,0.0010914422567298414,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-09-15,0.18222001984755562,0.001084872577945068,0.001084872577945068,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-09-22,0.06964083213236998,0.0004144410503010803,0.0004144410503010803,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-10-01,1188.2089023810172,5.501872798726722,5.501872798726722,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-10-08,360.1566487887601,2.1433359600473714,2.1433359600473714,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-10-15,152.986941708986,0.9108293259028856,0.9108293259028856,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-10-22,3.4295728233638916,0.020409804413269034,0.020409804413269034,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-11-01,1.0100148419234471,0.004208395174681029,0.004208395174681029,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-11-08,1.2600587508240046,0.0075019374189087915,0.0075019374189087915,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-11-15,1.7897885444587625,0.010651249008231632,0.010651249008231632,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-12-01,1458.5572710110741,3.798326226591339,3.798326226591339,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2016-12-15,166.7740677996956,0.4963513922609988,0.4963513922609988,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-01-01,1.3326512430552604,0.0032665867361799895,0.0032665867361799895,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-01-15,0.5273901007015812,0.001569281271924669,0.001569281271924669,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-01-22,10.110025551692875,0.06019146245583449,0.06019146245583449,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-02-01,2.1461267061201688,0.008942194608834036,0.008942194608834036,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-02-15,48.99228363520014,0.14581036796190516,0.14581036796190516,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-02-22,262.29984935691914,1.561639132761082,1.561639132761082,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-03-01,0.24682230378972025,0.0014688695078472031,0.0014688695078472031,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-03-08,0.18562081022723456,0.001105119662921459,0.001105119662921459,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-03-15,101.81076248600735,0.6058882130594492,0.6058882130594492,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-03-23,1147.6276346728241,5.977227263920959,5.977227263920959,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-04-01,4822.902393102639,22.33192785742702,22.33192785742702,100.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-04-08,0.10866790330947078,0.0006466958909392437,0.0006466958909392437,0.0
Upland Sandpiper,3,UPSA.Konza.146694,2017-04-15,0.07342192446172431,0.00043712777846866983,0.00043712777846866983,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-07-15,237.40837511322684,0.32973385432392616,0.32973385432392616,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-08-15,889.1433469436621,1.1950280336801347,1.1950280336801347,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-09-01,0.09891075807018981,0.00024244945709639957,0.00024244945709639957,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-09-08,3471.175140234069,20.657384853805162,20.657384853805162,100.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-09-15,0.042522433057298706,0.00025316330011357455,0.00025316330011357455,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-09-22,979.1017931135137,5.82675368838713,5.82675368838713,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-10-01,1139.2352197823723,5.275105458738759,5.275105458738759,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-10-08,652.1172208019391,3.880828784395797,3.880828784395797,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-10-15,96.91055121933192,0.5769706293487956,0.5769706293487956,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-10-22,1.1954770700432307,0.007114429241423161,0.007114429241423161,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-11-08,9.1517940376497,0.02243282266941762,0.02243282266941762,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-11-15,0.6678504200494135,0.003974458964005449,0.003974458964005449,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-12-01,0.5612387605082328,0.0014615592721568564,0.0014615592721568564,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2016-12-15,0.6311534272774271,0.0018784328192780568,0.0018784328192780568,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-01-01,545.875614724803,1.338047033653049,1.338047033653049,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-01-22,8.185173248195333,0.016239277483457517,0.016239277483457517,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-02-01,15.976790701886495,0.0665699612578604,0.0665699612578604,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-02-15,15.404397895697809,0.04584642230862443,0.04584642230862443,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-02-22,0.48068358068807615,0.0028618174654640436,0.0028618174654640436,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-03-01,0.16551340753074198,0.0009849903907748875,0.0009849903907748875,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-03-08,0.023757230462835545,0.0001414420209075465,0.0001414420209075465,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-03-15,0.02990708190073572,0.000177980676779135,0.000177980676779135,0.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-03-23,3061.2701256729893,15.944115237880153,15.944115237880153,100.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-04-01,4480.203832782651,20.74509924218177,20.74509924218177,100.0
Upland Sandpiper,3,UPSA.Konza.146702,2017-04-08,426.73192754036677,2.5395335298503627,2.5395335298503627,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-07-15,578.1979506330971,0.8030527092126348,0.8030527092126348,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-08-01,14.488778836660781,0.03550861840197669,0.03550861840197669,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-08-15,0.10736865798959266,0.0003195495773499782,0.0003195495773499782,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-09-01,1.5354792387594718,0.0037637575030599743,0.0037637575030599743,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-09-08,4813.590076098458,28.646259181182632,28.646259181182632,100.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-10-08,2611.5354957470277,3.627132632981983,3.627132632981983,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-10-15,660.8019331087346,3.934177470085343,3.934177470085343,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-10-22,1.7951285816606928,0.010683028218198684,0.010683028218198684,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-11-15,4.359019121081582,0.0075677415296555245,0.0075677415296555245,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-12-01,5.888418362595378,0.015334422819258798,0.015334422819258798,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2016-12-15,1.1317178259279475,0.0033682078152617485,0.0033682078152617485,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-01-01,0.5508679710552457,0.0013502842675552366,0.0013502842675552366,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-01-15,22.42040070177116,0.0667273830409856,0.0667273830409856,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-01-22,0.2601341769049462,0.0015480900815597995,0.0015480900815597995,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-02-01,78.55614588058228,0.32731727450242615,0.32731727450242615,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-02-15,28.169292008250952,0.08383717859598498,0.08383717859598498,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-02-22,0.36757317827044134,0.002188398738115191,0.002188398738115191,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-03-01,12.243732906055236,0.07286394159602275,0.07286394159602275,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-03-08,11.21674078922941,0.06678044764967764,0.06678044764967764,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-03-15,0.23760655149942675,0.0014140254466613155,0.0014140254466613155,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-03-23,3.356812587292057,0.01748339889214613,0.01748339889214613,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-04-01,0.3543117664838142,0.0016406023102333346,0.0016406023102333346,0.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-04-08,2857.7932699779585,17.00707484513967,17.00707484513967,100.0
Upland Sandpiper,3,UPSA.Riley.146682,2017-04-15,4183.835716931638,24.909055787193548,24.909055787193548,100.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-07-15,5.036131063880285,0.006994626477611507,0.006994626477611507,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-08-01,958.1412450121866,2.3481807699518775,2.3481807699518775,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-08-15,1234.1866650374504,3.6731745983257453,3.6731745983257453,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-09-01,597.0308576077073,1.4634384582723345,1.4634384582723345,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-09-08,0.03993459251832433,0.00023765561036349382,0.00023765561036349382,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-09-15,5145.8658121387425,30.63663758814609,30.63663758814609,100.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-10-01,740.3064399834407,1.9278813541235433,1.9278813541235433,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-10-08,3.664029814303757,0.021805086442508077,0.021805086442508077,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-10-15,2021.0143419961958,12.032393812159825,12.032393812159825,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-10-22,0.2524507771719638,0.0015023652365555398,0.0015023652365555398,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-11-01,0.2922497521628306,0.0012177073006784608,0.0012177073006784608,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-11-08,0.4205154013265699,0.002503597726991909,0.002503597726991909,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-11-15,0.2774590919330638,0.0016511927551031355,0.0016511927551031355,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-12-01,0.10459541593432699,0.00027238389566230985,0.00027238389566230985,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2016-12-15,0.11326638902160358,0.00033710234827858207,0.00033710234827858207,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2017-01-01,377.9154745694725,0.9263441452210576,0.9263441452210576,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2017-03-08,22.51365755137808,0.014213167646072021,0.014213167646072021,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2017-03-15,0.13412894282838822,0.000798217629506648,0.000798217629506648,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2017-03-23,0.24910469604381222,0.0012974202918948554,0.0012974202918948554,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2017-04-01,4224.53826247031,19.561267473160598,19.561267473160598,100.0
Upland Sandpiper,3,UPSA.Riley.146690,2017-04-08,0.2825524203093759,0.0016815037708847221,0.0016815037708847221,0.0
Upland Sandpiper,3,UPSA.Riley.146690,2017-04-15,4518.138413827254,13.672038074552972,26.898997157689642,50.0
Upland Sandpiper,3,UPSA.Westover.158662,2016-10-15,270.0146154373066,0.8036149268967459,0.8036149268967459,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2016-10-22,3.3490897544666627,0.01993083989512799,0.01993083989512799,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2016-11-01,3.487524386441338,0.014531351610172242,0.014531351610172242,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2016-11-08,0.10974778669639186,0.0006533989205834084,0.0006533989205834084,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2016-11-15,0.29895183485621796,0.0017790986786566081,0.0017790986786566081,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2016-12-01,3.6065640468129296,0.009392093871908671,0.009392093871908671,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2016-12-15,76.09688546257624,0.2264788257814769,0.2264788257814769,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2017-01-01,327.4230774684808,0.8025774842078632,0.8025774842078632,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2017-01-22,382.04951909402115,0.7579812870005181,0.7579812870005181,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2017-02-01,1.2085578685433067,0.0050356577855971115,0.0050356577855971115,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2017-02-15,82.34621469777488,0.2450780199338538,0.2450780199338538,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2017-02-22,11.900952835095165,0.07085400052647153,0.07085400052647153,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2017-03-01,85.48155415368609,0.5087111109971267,0.5087111109971267,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2017-03-08,1.1695214469538393,0.00696291081616781,0.00696291081616781,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2017-03-15,1.2915041021810036,0.0076858977727128075,0.0076858977727128075,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2017-04-01,2635.852944264746,6.460986931971934,6.460986931971934,0.0
Upland Sandpiper,3,UPSA.Westover.158662,2017-04-08,131.90211183720712,0.784965487816642,0.784965487816642,0.0
Red Knot,4,CEU,2013-03-23,5454.113813170763,13.737802886970929,13.737802886970929,0.0
Red Knot,4,CEU,2013-04-26,4328.751412621657,5.324177358899341,5.324177358899341,0.0
Red Knot,4,CEU,2013-05-01,665.097538906101,5.451631584001703,5.451631584001703,0.0
Red Knot,4,CEU,2013-05-19,4353.2387723121055,10.13911802270196,10.13911802270196,0.0
Red Knot,4,CEU,2013-07-19,973.7683579235432,0.6717153277019444,0.6717153277019444,0.0
Red Knot,4,CEU,2013-08-07,3299.6432707757876,7.157189459955074,7.157189459955074,0.0
Red Knot,4,CEU,2013-08-13,1504.5010058435455,10.391037531869825,10.391037531869825,0.0
Red Knot,4,CEU,2013-08-26,329.98804674016696,1.0161407733253394,1.0161407733253394,0.0
Red Knot,4,CEU,2013-09-06,4530.164608871637,18.024667069636806,18.024667069636806,100.0
Red Knot,4,CEU,2013-09-11,831.9490770143857,6.874397035537309,6.874397035537309,0.0
Red Knot,4,CEU,2013-09-21,1489.898193933699,6.383195836312104,6.383195836312104,0.0
Red Knot,4,CEU,2013-10-26,4018.889971811251,4.676710935678273,4.676710935678273,0.0
Red Knot,4,CEZ,2013-03-29,4240.45323086551,9.114261561089794,9.114261561089794,0.0
Red Knot,4,CEZ,2013-06-06,5214.1668572158305,3.1408115722240213,3.1408115722240213,0.0
Red Knot,4,CEZ,2013-06-12,1651.5651770687186,12.241473344329348,12.241473344329348,0.0
Red Knot,4,CEZ,2013-08-16,219.44972817290918,0.14111368191428303,0.14111368191428303,0.0
Red Knot,4,CEZ,2013-09-19,6307.559743956378,7.603604730900494,7.603604730900494,0.0
Red Knot,4,CEZ,2013-10-18,1390.3274343124676,2.0083173724382366,2.0083173724382366,0.0
Red Knot,4,CEZ,2013-10-31,2811.649561391376,9.01516468318384,9.01516468318384,0.0
Red Knot,4,EAA,2013-03-26,5039.36778227772,12.69052268666537,12.69052268666537,0.0
Red Knot,4,EAA,2013-04-27,3552.448669565698,4.619322189984248,4.619322189984248,0.0
Red Knot,4,EAA,2013-05-03,2135.1884437739022,16.380948966075394,16.380948966075394,100.0
Red Knot,4,EAA,2013-05-14,469.7942209546846,1.8315564169773277,1.8315564169773277,0.0
Red Knot,4,EAA,2013-07-14,2007.1798554430304,1.3694932179837074,1.3694932179837074,0.0
Red Knot,4,EAA,2013-07-25,2720.835479680788,9.94904885019846,9.94904885019846,0.0
Red Knot,4,EAA,2013-08-27,3650.233136673596,4.6197896801140415,4.6197896801140415,0.0
Red Knot,4,EAA,2013-09-01,1004.8885781888866,8.398196860611135,8.398196860611135,0.0
Red Knot,4,EAA,2013-09-24,2631.365235048761,4.680696288206367,4.680696288206367,0.0
Red Knot,4,EAA,2013-10-24,2231.450231431698,3.137196265286377,3.137196265286377,0.0
Red Knot,4,EAA,2013-11-03,606.0699355040412,2.615567843130249,2.615567843130249,0.0
Red Knot,4,EAB,2013-03-26,5553.784228153015,14.403932390403961,14.403932390403961,0.0
Red Knot,4,EAB,2013-04-27,3540.0523833044376,4.560179806651801,4.560179806651801,0.0
Red Knot,4,EAB,2013-05-04,1886.8008883930697,10.984798647722338,10.984798647722338,0.0
Red Knot,4,EAB,2013-05-21,4862.166269233025,12.539687427814934,12.539687427814934,0.0
Red Knot,4,EAB,2013-07-25,1756.8329248652024,1.125728949893379,1.125728949893379,0.0
Red Knot,4,EAB,2013-08-03,1153.5646215492297,5.276956240766514,5.276956240766514,0.0
Red Knot,4,EAB,2013-08-14,2129.4290717433196,7.914458660206432,7.914458660206432,0.0
Red Knot,4,EAB,2013-09-10,5206.78129341316,8.035459437893481,8.035459437893481,0.0
Red Knot,4,EAB,2013-10-01,3046.6511523445993,5.9140315796446705,5.9140315796446705,0.0
Red Knot,4,EAB,2013-10-23,2314.929269474067,4.502862798488108,4.502862798488108,0.0
Red Knot,4,EAP,2013-04-07,5676.057154395828,8.429259285649158,8.429259285649158,0.0
Red Knot,4,EAP,2013-05-16,2898.280101973278,3.0561694565207826,3.0561694565207826,0.0
Red Knot,4,EAP,2013-05-25,2050.5901445925983,10.254545874543476,10.254545874543476,0.0
Red Knot,4,EAP,2013-07-20,46.7894447376296,0.03484868725318822,0.03484868725318822,0.0
Red Knot,4,EAP,2013-08-21,404.64148094734026,0.5209026005308134,0.5209026005308134,0.0
Red Knot,4,EAP,2013-08-30,4182.481941435601,19.098648221812866,19.098648221812866,100.0
Red Knot,4,EAP,2013-09-21,2395.546013841259,4.6604895748305175,4.6604895748305175,0.0
Red Knot,4,EAP,2013-10-11,1961.589250318543,4.021662307784208,4.021662307784208,0.0
Red Knot,4,EAP,2013-10-22,18.251343320344258,0.06740167307284828,0.06740167307284828,0.0
Red Knot,4,EAP,2013-11-05,2514.781240645431,7.843576152140451,7.843576152140451,0.0
Red Knot,4,EAX,2013-03-26,4972.450223598152,12.900702158753045,12.900702158753045,0.0
Red Knot,4,EAX,2013-04-29,3994.3729368038266,4.823927704364349,4.823927704364349,0.0
Red Knot,4,EAX,2013-05-05,1632.862765885789,12.505038466603926,12.505038466603926,0.0
Red Knot,4,EAX,2013-07-17,1315.8911088277657,0.7521419292823855,0.7521419292823855,0.0
Red Knot,4,EAX,2013-07-21,1051.1672523871532,11.138687826081362,11.138687826081362,0.0
