timestamp,location-long,location-lat,individual-local-identifier,species,species_id
2016-06-15T11:58:56,-96.3584137,38.8385658,UPSA.Konza.146694,Upland Sandpiper,3
2016-07-15T12:03:12,-98.8925323,34.077198,UPSA.Konza.146694,Upland Sandpiper,3
2016-08-01T12:01:04,-98.7764893,34.0335732,UPSA.Konza.146694,Upland Sandpiper,3
2016-08-15T12:01:04,-97.6640091,36.7560577,UPSA.Konza.146694,Upland Sandpiper,3
2016-09-01T11:58:56,-65.6753006,-13.4790268,UPSA.Konza.146694,Upland Sandpiper,3
2016-09-08T12:01:04,-65.6738434,-13.4781828,UPSA.Konza.146694,Upland Sandpiper,3
2016-09-15T11:58:56,-65.6728973,-13.4795389,UPSA.Konza.146694,Upland Sandpiper,3
2016-09-22T12:01:04,-65.6734848,-13.4797955,UPSA.Konza.146694,Upland Sandpiper,3
2016-10-01T11:58:56,-59.0233994,-22.0933247,UPSA.Konza.146694,Upland Sandpiper,3
2016-10-08T12:01:04,-55.5642242,-21.6609917,UPSA.Konza.146694,Upland Sandpiper,3
2016-10-15T11:58:56,-55.5768204,-23.036787,UPSA.Konza.146694,Upland Sandpiper,3
2016-10-22T12:01:04,-55.5680656,-23.0070152,UPSA.Konza.146694,Upland Sandpiper,3
2016-11-01T12:01:04,-55.5668335,-22.998003,UPSA.Konza.146694,Upland Sandpiper,3
2016-11-08T11:58:56,-55.5762062,-23.0053501,UPSA.Konza.146694,Upland Sandpiper,3
2016-11-15T12:01:04,-55.5663757,-22.9920387,UPSA.Konza.146694,Upland Sandpiper,3
2016-12-01T12:01:04,-63.8848114,-33.8955154,UPSA.Konza.146694,Upland Sandpiper,3
2016-12-15T12:01:04,-64.3261566,-35.3507195,UPSA.Konza.146694,Upland Sandpiper,3
2017-01-01T11:58:56,-64.3169937,-35.3413506,UPSA.Konza.146694,Upland Sandpiper,3
2017-01-15T12:03:12,-64.3113098,-35.34235,UPSA.Konza.146694,Upland Sandpiper,3
2017-01-22T12:01:04,-64.2225266,-35.2874107,UPSA.Konza.146694,Upland Sandpiper,3
2017-02-01T12:01:04,-64.2155151,-35.3058434,UPSA.Konza.146694,Upland Sandpiper,3
2017-02-15T12:01:04,-63.7527161,-35.5336304,UPSA.Konza.146694,Upland Sandpiper,3
2017-02-22T11:58:56,-62.9035645,-33.2811127,UPSA.Konza.146694,Upland Sandpiper,3
2017-03-01T12:01:04,-62.9030533,-33.2832909,UPSA.Konza.146694,Upland Sandpiper,3
2017-03-08T11:58:56,-62.9035645,-33.2816772,UPSA.Konza.146694,Upland Sandpiper,3
2017-03-15T12:01:04,-61.9730301,-32.8022156,UPSA.Konza.146694,Upland Sandpiper,3
2017-03-23T12:01:04,-71.10849,-26.2085495,UPSA.Konza.146694,Upland Sandpiper,3
2017-04-01T11:58:56,-88.7878265,13.6099195,UPSA.Konza.146694,Upland Sandpiper,3
2017-04-08T12:01:04,-88.7881622,13.6089983,UPSA.Konza.146694,Upland Sandpiper,3
2017-04-15T11:58:56,-88.7886734,13.6094332,UPSA.Konza.146694,Upland Sandpiper,3
2016-06-15T11:58:56,-96.5962906,39.068325,UPSA.Konza.146702,Upland Sandpiper,3
2016-07-15T11:58:56,-97.5684967,37.0751114,UPSA.Konza.146702,Upland Sandpiper,3
2016-08-15T12:01:04,-96.1221008,29.1708031,UPSA.Konza.146702,Upland Sandpiper,3
2016-09-01T11:58:56,-96.1228638,29.1702137,UPSA.Konza.146702,Upland Sandpiper,3
2016-09-08T12:01:04,-74.7062912,5.4092417,UPSA.Konza.146702,Upland Sandpiper,3
2016-09-15T11:58:56,-74.7060623,5.4089346,UPSA.Konza.146702,Upland Sandpiper,3
2016-09-22T12:01:04,-67.7911911,-0.0553344,UPSA.Konza.146702,Upland Sandpiper,3
2016-10-01T11:58:56,-63.176693,-9.2128124,UPSA.Konza.146702,Upland Sandpiper,3
2016-10-08T12:01:04,-58.7041397,-13.1048574,UPSA.Konza.146702,Upland Sandpiper,3
2016-10-15T11:58:56,-57.8140297,-13.1959171,UPSA.Konza.146702,Upland Sandpiper,3
