species,species_id,colour,region_name,region_code,continent_name,season,season_label,season_pop_pct,peak_pop_pct,range_days_occupation,max_week
Grey Plover,1,#e8a87c,Lithuania,LTU,Europe,postbreeding_migration,Post-breeding Migration,0.017,0.057,112,2023-10-11
Grey Plover,1,#e8a87c,Latvia,LVA,Europe,postbreeding_migration,Post-breeding Migration,0.022,0.052,119,2023-08-02
Grey Plover,1,#e8a87c,Morocco,MAR,Africa,breeding,Breeding,0.02,0.049,0,2023-06-14
Grey Plover,1,#e8a87c,Morocco,MAR,Africa,nonbreeding,Non-breeding,0.661,1.429,98,2023-03-08
Grey Plover,1,#e8a87c,Morocco,MAR,Africa,postbreeding_migration,Post-breeding Migration,0.189,0.486,105,2023-11-29
Grey Plover,1,#e8a87c,Morocco,MAR,Africa,prebreeding_migration,Pre-breeding Migration,0.336,1.156,77,2023-03-15
Grey Plover,1,#e8a87c,Madagascar,MDG,Africa,nonbreeding,Non-breeding,1.532,2.286,35,2023-12-06
Grey Plover,1,#e8a87c,Madagascar,MDG,Africa,postbreeding_migration,Post-breeding Migration,1.119,2.368,70,2023-11-29
Grey Plover,1,#e8a87c,Mexico,MEX,North America,breeding,Breeding,2.589,5.611,35,2023-07-12
Grey Plover,1,#e8a87c,Mexico,MEX,North America,nonbreeding,Non-breeding,5.806,8.93,98,2023-03-08
Grey Plover,1,#e8a87c,Mexico,MEX,North America,postbreeding_migration,Post-breeding Migration,4.593,14.486,140,2023-09-27
Grey Plover,1,#e8a87c,Mexico,MEX,North America,prebreeding_migration,Pre-breeding Migration,2.564,7.599,91,2023-03-15
Grey Plover,1,#e8a87c,Myanmar,MMR,Asia,nonbreeding,Non-breeding,0.035,0.052,0,2023-12-20
Grey Plover,1,#e8a87c,Myanmar,MMR,Asia,postbreeding_migration,Post-breeding Migration,0.016,0.026,35,2023-09-13
Grey Plover,1,#e8a87c,Myanmar,MMR,Asia,prebreeding_migration,Pre-breeding Migration,0.011,0.028,21,2023-03-15
Grey Plover,1,#e8a87c,Montenegro,MNE,Europe,nonbreeding,Non-breeding,0.069,0.33,98,2023-01-04
Grey Plover,1,#e8a87c,Mozambique,MOZ,Africa,nonbreeding,Non-breeding,3.616,5.633,98,2023-12-06
Grey Plover,1,#e8a87c,Mozambique,MOZ,Africa,postbreeding_migration,Post-breeding Migration,2.794,5.181,98,2023-11-29
Grey Plover,1,#e8a87c,Mozambique,MOZ,Africa,prebreeding_migration,Pre-breeding Migration,0.393,0.533,28,2023-03-15
Grey Plover,1,#e8a87c,Mauritania,MRT,Africa,nonbreeding,Non-breeding,1.671,3.289,98,2023-01-25
Grey Plover,1,#e8a87c,Mauritania,MRT,Africa,postbreeding_migration,Post-breeding Migration,0.135,0.355,77,2023-11-29
Grey Plover,1,#e8a87c,Mauritania,MRT,Africa,prebreeding_migration,Pre-breeding Migration,0.242,0.84,63,2023-03-15
Grey Plover,1,#e8a87c,Martinique,MTQ,North America,breeding,Breeding,0.011,0.04,35,2023-07-12
Grey Plover,1,#e8a87c,Martinique,MTQ,North America,postbreeding_migration,Post-breeding Migration,0.011,0.114,140,2023-07-26
Grey Plover,1,#e8a87c,Malaysia,MYS,Asia,nonbreeding,Non-breeding,1.526,2.414,98,2023-02-15
Grey Plover,1,#e8a87c,Malaysia,MYS,Asia,postbreeding_migration,Post-breeding Migration,0.426,1.086,133,2023-11-29
Grey Plover,1,#e8a87c,Malaysia,MYS,Asia,prebreeding_migration,Pre-breeding Migration,0.386,1.371,77,2023-03-15
Grey Plover,1,#e8a87c,Mayotte,MYT,Africa,nonbreeding,Non-breeding,0.039,0.059,28,2023-12-06
Grey Plover,1,#e8a87c,Mayotte,MYT,Africa,postbreeding_migration,Post-breeding Migration,0.027,0.056,77,2023-11-29
Grey Plover,1,#e8a87c,Namibia,NAM,Africa,nonbreeding,Non-breeding,0.713,1.13,98,2023-02-08
Grey Plover,1,#e8a87c,Namibia,NAM,Africa,postbreeding_migration,Post-breeding Migration,0.327,0.645,133,2023-10-25
Grey Plover,1,#e8a87c,Namibia,NAM,Africa,prebreeding_migration,Pre-breeding Migration,0.462,0.656,63,2023-04-05
Grey Plover,1,#e8a87c,Nicaragua,NIC,North America,breeding,Breeding,1.688,3.675,35,2023-06-14
Grey Plover,1,#e8a87c,Nicaragua,NIC,North America,nonbreeding,Non-breeding,0.711,1.284,98,2023-02-08
Grey Plover,1,#e8a87c,Nicaragua,NIC,North America,postbreeding_migration,Post-breeding Migration,0.426,0.818,140,2023-10-25
Grey Plover,1,#e8a87c,Nicaragua,NIC,North America,prebreeding_migration,Pre-breeding Migration,0.32,1.7,91,2023-06-07
Grey Plover,1,#e8a87c,Northern Ireland,NIR,Europe,nonbreeding,Non-breeding,0.036,0.062,98,2023-12-27
Grey Plover,1,#e8a87c,Netherlands,NLD,Europe,breeding,Breeding,0.485,1.299,35,2023-06-14
Grey Plover,1,#e8a87c,Netherlands,NLD,Europe,nonbreeding,Non-breeding,0.459,1.103,98,2023-12-06
Grey Plover,1,#e8a87c,Netherlands,NLD,Europe,postbreeding_migration,Post-breeding Migration,0.591,1.608,140,2023-11-29
Grey Plover,1,#e8a87c,Netherlands,NLD,Europe,prebreeding_migration,Pre-breeding Migration,0.489,1.015,91,2023-06-07
Grey Plover,1,#e8a87c,Norway,NOR,Europe,postbreeding_migration,Post-breeding Migration,0.11,0.346,98,2023-09-27
Grey Plover,1,#e8a87c,Oman,OMN,Asia,breeding,Breeding,0.012,0.017,0,2023-06-14
Grey Plover,1,#e8a87c,Oman,OMN,Asia,nonbreeding,Non-breeding,0.413,0.775,98,2023-12-13
Grey Plover,1,#e8a87c,Oman,OMN,Asia,postbreeding_migration,Post-breeding Migration,0.288,0.745,126,2023-11-29
Grey Plover,1,#e8a87c,Oman,OMN,Asia,prebreeding_migration,Pre-breeding Migration,0.2,0.494,70,2023-03-15
Grey Plover,1,#e8a87c,Pakistan,PAK,Asia,nonbreeding,Non-breeding,0.127,0.212,49,2023-12-06
Grey Plover,1,#e8a87c,Pakistan,PAK,Asia,postbreeding_migration,Post-breeding Migration,0.303,0.644,105,2023-11-22
Grey Plover,1,#e8a87c,Pakistan,PAK,Asia,prebreeding_migration,Pre-breeding Migration,0.202,0.236,28,2023-04-12
Grey Plover,1,#e8a87c,Panama,PAN,North America,breeding,Breeding,0.145,0.278,35,2023-06-14
Grey Plover,1,#e8a87c,Panama,PAN,North America,nonbreeding,Non-breeding,0.309,0.501,98,2023-02-08
Grey Plover,1,#e8a87c,Panama,PAN,North America,postbreeding_migration,Post-breeding Migration,0.155,0.372,140,2023-11-29
Grey Plover,1,#e8a87c,Panama,PAN,North America,prebreeding_migration,Pre-breeding Migration,0.171,0.298,91,2023-03-15
Grey Plover,1,#e8a87c,Peru,PER,South America,breeding,Breeding,1.171,1.454,35,2023-06-14
Grey Plover,1,#e8a87c,Peru,PER,South America,nonbreeding,Non-breeding,1.354,2.476,98,2023-12-20
Grey Plover,1,#e8a87c,Peru,PER,South America,postbreeding_migration,Post-breeding Migration,0.351,0.996,140,2023-11-29
Grey Plover,1,#e8a87c,Peru,PER,South America,prebreeding_migration,Pre-breeding Migration,0.434,1.454,91,2023-03-15
Grey Plover,1,#e8a87c,Philippines,PHL,Asia,nonbreeding,Non-breeding,2.212,2.974,98,2023-02-08
Grey Plover,1,#e8a87c,Philippines,PHL,Asia,postbreeding_migration,Post-breeding Migration,0.764,2.03,105,2023-11-29
Grey Plover,1,#e8a87c,Philippines,PHL,Asia,prebreeding_migration,Pre-breeding Migration,0.516,1.14,56,2023-03-15
Grey Plover,1,#e8a87c,Poland,POL,Europe,postbreeding_migration,Post-breeding Migration,0.205,0.579,133,2023-10-11
Grey Plover,1,#e8a87c,Puerto Rico,PRI,North America,breeding,Breeding,0.087,0.192,35,2023-06-14
Grey Plover,1,#e8a87c,Puerto Rico,PRI,North America,nonbreeding,Non-breeding,0.184,0.381,98,2023-12-27
Grey Plover,1,#e8a87c,Puerto Rico,PRI,North America,postbreeding_migration,Post-breeding Migration,0.109,0.264,140,2023-11-29
Grey Plover,1,#e8a87c,Puerto Rico,PRI,North America,prebreeding_migration,Pre-breeding Migration,0.05,0.17,91,2023-03-15
Grey Plover,1,#e8a87c,North Korea,PRK,Asia,nonbreeding,Non-breeding,1.87,2.378,70,2023-01-25
Grey Plover,1,#e8a87c,North Korea,PRK,Asia,postbreeding_migration,Post-breeding Migration,3.666,6.426,140,2023-08-30
Grey Plover,1,#e8a87c,North Korea,PRK,Asia,prebreeding_migration,Pre-breeding Migration,6.001,7.964,91,2023-05-17
Grey Plover,1,#e8a87c,Portugal,PRT,Europe,breeding,Breeding,0.214,0.374,35,2023-06-14
Grey Plover,1,#e8a87c,Portugal,PRT,Europe,nonbreeding,Non-breeding,0.708,1.046,98,2023-03-08
Grey Plover,1,#e8a87c,Portugal,PRT,Europe,postbreeding_migration,Post-breeding Migration,0.351,0.967,140,2023-11-29
Grey Plover,1,#e8a87c,Portugal,PRT,Europe,prebreeding_migration,Pre-breeding Migration,0.256,0.798,91,2023-03-15
Grey Plover,1,#e8a87c,Qatar,QAT,Asia,breeding,Breeding,0.042,0.082,35,2023-06-14
Grey Plover,1,#e8a87c,Qatar,QAT,Asia,nonbreeding,Non-breeding,0.107,0.186,98,2023-12-20
Grey Plover,1,#e8a87c,Qatar,QAT,Asia,postbreeding_migration,Post-breeding Migration,0.051,0.178,140,2023-11-29
Grey Plover,1,#e8a87c,Qatar,QAT,Asia,prebreeding_migration,Pre-breeding Migration,0.044,0.102,91,2023-03-15
Grey Plover,1,#e8a87c,Romania,ROU,Europe,nonbreeding,Non-breeding,0.053,0.053,49,2023-12-06
Grey Plover,1,#e8a87c,Romania,ROU,Europe,postbreeding_migration,Post-breeding Migration,0.154,0.413,126,2023-10-11
Grey Plover,1,#e8a87c,Romania,ROU,Europe,prebreeding_migration,Pre-breeding Migration,0.023,0.047,42,2023-05-03
Grey Plover,1,#e8a87c,Russia,RUS,Asia,breeding,Breeding,0.402,0.438,0,2023-06-28
Grey Plover,1,#e8a87c,Russia,RUS,Asia,postbreeding_migration,Post-breeding Migration,0.775,0.973,28,2023-10-04
Grey Plover,1,#e8a87c,Russia,RUS,Asia,prebreeding_migration,Pre-breeding Migration,0.315,0.405,7,2023-05-31
Grey Plover,1,#e8a87c,Western Sahara,SAH,Africa,nonbreeding,Non-breeding,0.014,0.07,84,2023-03-08
Grey Plover,1,#e8a87c,Saudi Arabia,SAU,Asia,breeding,Breeding,0.156,0.274,0,2023-06-14
Grey Plover,1,#e8a87c,Saudi Arabia,SAU,Asia,nonbreeding,Non-breeding,0.873,1.201,98,2023-02-15
Grey Plover,1,#e8a87c,Saudi Arabia,SAU,Asia,postbreeding_migration,Post-breeding Migration,0.502,0.859,133,2023-11-29
Grey Plover,1,#e8a87c,Saudi Arabia,SAU,Asia,prebreeding_migration,Pre-breeding Migration,0.563,0.989,77,2023-03-15
Grey Plover,1,#e8a87c,Scotland,SCT,Europe,nonbreeding,Non-breeding,0.069,0.107,98,2023-12-27
Grey Plover,1,#e8a87c,Scotland,SCT,Europe,postbreeding_migration,Post-breeding Migration,0.04,0.107,126,2023-10-04
Grey Plover,1,#e8a87c,Sudan,SDN,Africa,nonbreeding,Non-breeding,0.161,0.246,70,2023-02-08
Grey Plover,1,#e8a87c,Sudan,SDN,Africa,postbreeding_migration,Post-breeding Migration,0.07,0.076,0,2023-10-18
Grey Plover,1,#e8a87c,Sudan,SDN,Africa,prebreeding_migration,Pre-breeding Migration,0.127,0.189,28,2023-03-15
Grey Plover,1,#e8a87c,Senegal,SEN,Africa,nonbreeding,Non-breeding,0.925,1.548,98,2023-01-25
Grey Plover,1,#e8a87c,Senegal,SEN,Africa,postbreeding_migration,Post-breeding Migration,0.27,0.515,77,2023-11-29
Grey Plover,1,#e8a87c,Senegal,SEN,Africa,prebreeding_migration,Pre-breeding Migration,0.462,0.579,63,2023-05-03
Grey Plover,1,#e8a87c,Sierra Leone,SLE,Africa,nonbreeding,Non-breeding,0.043,0.037,7,2023-01-25
Grey Plover,1,#e8a87c,El Salvador,SLV,North America,breeding,Breeding,0.751,1.527,35,2023-06-14
Grey Plover,1,#e8a87c,El Salvador,SLV,North America,nonbreeding,Non-breeding,0.344,0.708,98,2023-02-08
Grey Plover,1,#e8a87c,El Salvador,SLV,North America,postbreeding_migration,Post-breeding Migration,0.167,0.465,140,2023-07-19
Grey Plover,1,#e8a87c,El Salvador,SLV,North America,prebreeding_migration,Pre-breeding Migration,0.187,0.676,91,2023-06-07
Grey Plover,1,#e8a87c,Somaliland,SOL,Africa,postbreeding_migration,Post-breeding Migration,0.108,0.107,35,2023-09-13
Grey Plover,1,#e8a87c,Somalia,SOM,Africa,nonbreeding,Non-breeding,0.384,0.559,63,2023-02-08
Grey Plover,1,#e8a87c,Somalia,SOM,Africa,postbreeding_migration,Post-breeding Migration,0.165,0.224,98,2023-11-01
Grey Plover,1,#e8a87c,Somalia,SOM,Africa,prebreeding_migration,Pre-breeding Migration,0.058,0.096,0,2023-03-22
Grey Plover,1,#e8a87c,Saint Pierre and Miquelon,SPM,North America,postbreeding_migration,Post-breeding Migration,0.045,0.132,140,2023-08-23
Grey Plover,1,#e8a87c,Suriname,SUR,South America,breeding,Breeding,0.094,0.112,14,2023-07-05
Grey Plover,1,#e8a87c,Suriname,SUR,South America,nonbreeding,Non-breeding,0.098,0.236,98,2023-12-06
Grey Plover,1,#e8a87c,Suriname,SUR,South America,postbreeding_migration,Post-breeding Migration,0.073,0.207,105,2023-11-29
Grey Plover,1,#e8a87c,Suriname,SUR,South America,prebreeding_migration,Pre-breeding Migration,0.066,0.107,70,2023-04-05
Grey Plover,1,#e8a87c,Sweden,SWE,Europe,breeding,Breeding,0.068,0.221,35,2023-06-14
Grey Plover,1,#e8a87c,Sweden,SWE,Europe,postbreeding_migration,Post-breeding Migration,0.284,1.532,140,2023-07-26
Grey Plover,1,#e8a87c,Sweden,SWE,Europe,prebreeding_migration,Pre-breeding Migration,0.031,0.357,42,2023-05-31
Grey Plover,1,#e8a87c,Seychelles,SYC,Africa,nonbreeding,Non-breeding,0.048,0.082,77,2023-12-06
Grey Plover,1,#e8a87c,Seychelles,SYC,Africa,postbreeding_migration,Post-breeding Migration,0.033,0.088,84,2023-11-29
Grey Plover,1,#e8a87c,Syria,SYR,Asia,nonbreeding,Non-breeding,0.012,0.023,70,2023-01-11
Grey Plover,1,#e8a87c,Turks and Caicos Islands,TCA,North America,breeding,Breeding,0.053,0.13,35,2023-06-14
Grey Plover,1,#e8a87c,Turks and Caicos Islands,TCA,North America,nonbreeding,Non-breeding,0.339,0.562,98,2023-02-01
Grey Plover,1,#e8a87c,Turks and Caicos Islands,TCA,North America,postbreeding_migration,Post-breeding Migration,0.08,0.138,140,2023-11-29
Grey Plover,1,#e8a87c,Turks and Caicos Islands,TCA,North America,prebreeding_migration,Pre-breeding Migration,0.028,0.088,91,2023-06-07
Grey Plover,1,#e8a87c,Togo,TGO,Africa,nonbreeding,Non-breeding,0.011,0.014,42,2023-12-13
Grey Plover,1,#e8a87c,Thailand,THA,Asia,nonbreeding,Non-breeding,0.501,0.982,98,2023-03-01
Grey Plover,1,#e8a87c,Thailand,THA,Asia,postbreeding_migration,Post-breeding Migration,0.203,0.462,119,2023-11-29
Grey Plover,1,#e8a87c,Thailand,THA,Asia,prebreeding_migration,Pre-breeding Migration,0.165,0.664,70,2023-03-15
Grey Plover,1,#e8a87c,Turkmenistan,TKM,Asia,postbreeding_migration,Post-breeding Migration,0.039,0.046,14,2023-11-22
Grey Plover,1,#e8a87c,Turkmenistan,TKM,Asia,prebreeding_migration,Pre-breeding Migration,0.046,0.048,21,2023-05-03
Grey Plover,1,#e8a87c,East Timor,TLS,Asia,nonbreeding,Non-breeding,0.018,0.03,98,2023-12-06
Grey Plover,1,#e8a87c,East Timor,TLS,Asia,postbreeding_migration,Post-breeding Migration,0.018,0.045,126,2023-11-22
Grey Plover,1,#e8a87c,Trinidad and Tobago,TTO,North America,breeding,Breeding,0.016,0.031,35,2023-07-12
Grey Plover,1,#e8a87c,Trinidad and Tobago,TTO,North America,nonbreeding,Non-breeding,0.023,0.04,98,2023-12-06
Grey Plover,1,#e8a87c,Trinidad and Tobago,TTO,North America,postbreeding_migration,Post-breeding Migration,0.015,0.039,140,2023-09-27
Grey Plover,1,#e8a87c,Tunisia,TUN,Africa,nonbreeding,Non-breeding,0.039,0.054,21,2023-02-22
Grey Plover,1,#e8a87c,Tunisia,TUN,Africa,postbreeding_migration,Post-breeding Migration,0.041,0.054,56,2023-11-22
Grey Plover,1,#e8a87c,Tunisia,TUN,Africa,prebreeding_migration,Pre-breeding Migration,0.013,0.013,42,2023-04-26
Grey Plover,1,#e8a87c,Turkey,TUR,Asia,nonbreeding,Non-breeding,0.395,0.613,98,2023-01-11
Grey Plover,1,#e8a87c,Turkey,TUR,Asia,postbreeding_migration,Post-breeding Migration,0.13,0.257,140,2023-11-29
Grey Plover,1,#e8a87c,Turkey,TUR,Asia,prebreeding_migration,Pre-breeding Migration,0.084,0.265,91,2023-03-15
Grey Plover,1,#e8a87c,Taiwan,TWN,Asia,breeding,Breeding,0.077,0.165,35,2023-06-14
Grey Plover,1,#e8a87c,Taiwan,TWN,Asia,nonbreeding,Non-breeding,0.309,0.481,98,2023-02-22
Grey Plover,1,#e8a87c,Taiwan,TWN,Asia,postbreeding_migration,Post-breeding Migration,0.094,0.316,140,2023-11-29
Grey Plover,1,#e8a87c,Taiwan,TWN,Asia,prebreeding_migration,Pre-breeding Migration,0.06,0.273,91,2023-03-15
Grey Plover,1,#e8a87c,United Republic of Tanzania,TZA,Africa,breeding,Breeding,0.451,0.669,28,2023-07-12
Grey Plover,1,#e8a87c,United Republic of Tanzania,TZA,Africa,nonbreeding,Non-breeding,2.836,4.517,98,2023-03-08
Grey Plover,1,#e8a87c,United Republic of Tanzania,TZA,Africa,postbreeding_migration,Post-breeding Migration,1.199,2.647,140,2023-11-29
Grey Plover,1,#e8a87c,United Republic of Tanzania,TZA,Africa,prebreeding_migration,Pre-breeding Migration,1.574,3.62,91,2023-03-15
Grey Plover,1,#e8a87c,Ukraine,UKR,Europe,postbreeding_migration,Post-breeding Migration,0.381,0.537,112,2023-10-04
Grey Plover,1,#e8a87c,Ukraine,UKR,Europe,prebreeding_migration,Pre-breeding Migration,0.091,0.107,35,2023-05-10
Grey Plover,1,#e8a87c,United States,USA,North America,breeding,Breeding,27.296,37.711,35,2023-06-14
Grey Plover,1,#e8a87c,United States,USA,North America,nonbreeding,Non-breeding,13.167,18.464,98,2023-12-27
Grey Plover,1,#e8a87c,United States,USA,North America,postbreeding_migration,Post-breeding Migration,12.236,23.331,140,2023-07-19
Grey Plover,1,#e8a87c,United States,USA,North America,prebreeding_migration,Pre-breeding Migration,14.156,22.49,91,2023-06-07
Grey Plover,1,#e8a87c,Venezuela,VEN,South America,breeding,Breeding,0.213,0.393,35,2023-06-14
Grey Plover,1,#e8a87c,Venezuela,VEN,South America,nonbreeding,Non-breeding,0.695,1.894,98,2023-03-01
Grey Plover,1,#e8a87c,Venezuela,VEN,South America,postbreeding_migration,Post-breeding Migration,0.179,0.429,140,2023-11-29
Grey Plover,1,#e8a87c,Venezuela,VEN,South America,prebreeding_migration,Pre-breeding Migration,0.221,0.888,91,2023-03-15
Grey Plover,1,#e8a87c,United States Virgin Islands,VIR,North America,breeding,Breeding,0.016,0.03,35,2023-06-14
Grey Plover,1,#e8a87c,United States Virgin Islands,VIR,North America,nonbreeding,Non-breeding,0.023,0.037,98,2023-12-27
Grey Plover,1,#e8a87c,Vietnam,VNM,Asia,nonbreeding,Non-breeding,1.028,0.994,98,2023-02-01
Grey Plover,1,#e8a87c,Vietnam,VNM,Asia,postbreeding_migration,Post-breeding Migration,0.095,0.151,56,2023-11-29
Grey Plover,1,#e8a87c,Vietnam,VNM,Asia,prebreeding_migration,Pre-breeding Migration,0.226,0.432,21,2023-03-15
Grey Plover,1,#e8a87c,Wales,WLS,Europe,nonbreeding,Non-breeding,0.137,0.22,98,2023-12-27
Grey Plover,1,#e8a87c,Wales,WLS,Europe,postbreeding_migration,Post-breeding Migration,0.039,0.137,140,2023-11-29
Grey Plover,1,#e8a87c,Wales,WLS,Europe,prebreeding_migration,Pre-breeding Migration,0.022,0.091,91,2023-03-15
Grey Plover,1,#e8a87c,Yemen,YEM,Asia,nonbreeding,Non-breeding,0.382,0.43,84,2023-01-04
Grey Plover,1,#e8a87c,Yemen,YEM,Asia,postbreeding_migration,Post-breeding Migration,0.223,0.262,77,2023-09-13
Grey Plover,1,#e8a87c,Yemen,YEM,Asia,prebreeding_migration,Pre-breeding Migration,0.209,0.205,49,2023-03-29
Grey Plover,1,#e8a87c,South Africa,ZAF,Africa,breeding,Breeding,0.143,0.197,21,2023-07-12
Grey Plover,1,#e8a87c,South Africa,ZAF,Africa,nonbreeding,Non-breeding,0.362,0.742,98,2023-03-08
Grey Plover,1,#e8a87c,South Africa,ZAF,Africa,postbreeding_migration,Post-breeding Migration,0.143,0.302,140,2023-11-29
Grey Plover,1,#e8a87c,South Africa,ZAF,Africa,prebreeding_migration,Pre-breeding Migration,0.275,0.651,77,2023-03-15
Barn Swallow,2,#5ba4cf,Afghanistan,AFG,Asia,breeding,Breeding,0.306,0.348,42,2023-07-05
Barn Swallow,2,#5ba4cf,Afghanistan,AFG,Asia,postbreeding_migration,Post-breeding Migration,0.08,0.233,112,2023-07-12
Barn Swallow,2,#5ba4cf,Afghanistan,AFG,Asia,prebreeding_migration,Pre-breeding Migration,0.111,0.231,91,2023-05-03
Barn Swallow,2,#5ba4cf,Angola,AGO,Africa,nonbreeding,Non-breeding,0.95,1.395,42,2023-12-13
Barn Swallow,2,#5ba4cf,Angola,AGO,Africa,postbreeding_migration,Post-breeding Migration,0.911,3.991,70,2023-11-01
Barn Swallow,2,#5ba4cf,Angola,AGO,Africa,prebreeding_migration,Pre-breeding Migration,0.734,1.084,84,2023-03-01
Barn Swallow,2,#5ba4cf,Albania,ALB,Europe,breeding,Breeding,0.147,0.185,42,2023-06-28
Barn Swallow,2,#5ba4cf,Albania,ALB,Europe,postbreeding_migration,Post-breeding Migration,0.072,0.21,119,2023-09-13
Barn Swallow,2,#5ba4cf,Albania,ALB,Europe,prebreeding_migration,Pre-breeding Migration,0.071,0.235,84,2023-04-19
Barn Swallow,2,#5ba4cf,United Arab Emirates,ARE,Asia,nonbreeding,Non-breeding,0.029,0.063,42,2023-01-11
Barn Swallow,2,#5ba4cf,United Arab Emirates,ARE,Asia,postbreeding_migration,Post-breeding Migration,0.073,0.263,154,2023-09-27
Barn Swallow,2,#5ba4cf,United Arab Emirates,ARE,Asia,prebreeding_migration,Pre-breeding Migration,0.056,0.306,126,2023-04-26
Barn Swallow,2,#5ba4cf,Argentina,ARG,South America,nonbreeding,Non-breeding,2.95,4.012,42,2023-12-20
Barn Swallow,2,#5ba4cf,Argentina,ARG,South America,postbreeding_migration,Post-breeding Migration,0.728,2.738,91,2023-12-06
Barn Swallow,2,#5ba4cf,Argentina,ARG,South America,prebreeding_migration,Pre-breeding Migration,1.253,3.175,77,2023-01-25
Barn Swallow,2,#5ba4cf,Armenia,ARM,Asia,breeding,Breeding,0.056,0.08,42,2023-07-05
Barn Swallow,2,#5ba4cf,Armenia,ARM,Asia,postbreeding_migration,Post-breeding Migration,0.064,0.22,105,2023-08-30
Barn Swallow,2,#5ba4cf,Armenia,ARM,Asia,prebreeding_migration,Pre-breeding Migration,0.051,0.298,91,2023-05-03
Barn Swallow,2,#5ba4cf,Austria,AUT,Europe,breeding,Breeding,0.235,0.317,42,2023-07-05
Barn Swallow,2,#5ba4cf,Austria,AUT,Europe,postbreeding_migration,Post-breeding Migration,0.124,0.544,105,2023-07-19
Barn Swallow,2,#5ba4cf,Austria,AUT,Europe,prebreeding_migration,Pre-breeding Migration,0.057,0.3,63,2023-05-17
Barn Swallow,2,#5ba4cf,Azerbaijan,AZE,Asia,breeding,Breeding,0.588,0.671,42,2023-06-28
Barn Swallow,2,#5ba4cf,Azerbaijan,AZE,Asia,postbreeding_migration,Post-breeding Migration,0.507,2.455,133,2023-10-11
Barn Swallow,2,#5ba4cf,Azerbaijan,AZE,Asia,prebreeding_migration,Pre-breeding Migration,0.32,1.248,91,2023-05-03
Barn Swallow,2,#5ba4cf,Burundi,BDI,Africa,nonbreeding,Non-breeding,0.028,0.044,42,2023-01-04
Barn Swallow,2,#5ba4cf,Burundi,BDI,Africa,postbreeding_migration,Post-breeding Migration,0.023,0.11,126,2023-10-25
Barn Swallow,2,#5ba4cf,Burundi,BDI,Africa,prebreeding_migration,Pre-breeding Migration,0.033,0.123,126,2023-02-15
Barn Swallow,2,#5ba4cf,Belgium,BEL,Europe,breeding,Breeding,0.102,0.14,42,2023-07-05
Barn Swallow,2,#5ba4cf,Belgium,BEL,Europe,postbreeding_migration,Post-breeding Migration,0.055,0.188,98,2023-09-06
Barn Swallow,2,#5ba4cf,Belgium,BEL,Europe,prebreeding_migration,Pre-breeding Migration,0.025,0.111,63,2023-05-10
Barn Swallow,2,#5ba4cf,Bangladesh,BGD,Asia,breeding,Breeding,0.011,0.027,14,2023-07-05
Barn Swallow,2,#5ba4cf,Bangladesh,BGD,Asia,nonbreeding,Non-breeding,1.567,2.248,42,2023-12-20
Barn Swallow,2,#5ba4cf,Bangladesh,BGD,Asia,postbreeding_migration,Post-breeding Migration,0.345,0.933,154,2023-10-25
Barn Swallow,2,#5ba4cf,Bangladesh,BGD,Asia,prebreeding_migration,Pre-breeding Migration,0.463,1.484,126,2023-01-25
Barn Swallow,2,#5ba4cf,Bulgaria,BGR,Europe,breeding,Breeding,0.811,0.946,42,2023-05-31
Barn Swallow,2,#5ba4cf,Bulgaria,BGR,Europe,postbreeding_migration,Post-breeding Migration,0.507,1.68,105,2023-09-13
Barn Swallow,2,#5ba4cf,Bulgaria,BGR,Europe,prebreeding_migration,Pre-breeding Migration,0.401,1.139,63,2023-04-19
Barn Swallow,2,#5ba4cf,Bosnia and Herzegovina,BIH,Europe,breeding,Breeding,0.154,0.214,42,2023-07-05
Barn Swallow,2,#5ba4cf,Bosnia and Herzegovina,BIH,Europe,postbreeding_migration,Post-breeding Migration,0.053,0.175,98,2023-07-12
Barn Swallow,2,#5ba4cf,Bosnia and Herzegovina,BIH,Europe,prebreeding_migration,Pre-breeding Migration,0.032,0.149,63,2023-04-19
Barn Swallow,2,#5ba4cf,Belarus,BLR,Europe,breeding,Breeding,0.617,0.775,42,2023-07-05
Barn Swallow,2,#5ba4cf,Belarus,BLR,Europe,postbreeding_migration,Post-breeding Migration,0.612,1.14,91,2023-09-06
Barn Swallow,2,#5ba4cf,Belarus,BLR,Europe,prebreeding_migration,Pre-breeding Migration,0.276,0.757,49,2023-05-17
Barn Swallow,2,#5ba4cf,Belize,BLZ,North America,postbreeding_migration,Post-breeding Migration,0.018,0.065,147,2023-09-20
Barn Swallow,2,#5ba4cf,Belize,BLZ,North America,prebreeding_migration,Pre-breeding Migration,0.013,0.064,119,2023-04-19
Barn Swallow,2,#5ba4cf,Bolivia,BOL,South America,nonbreeding,Non-breeding,0.295,0.42,42,2023-01-18
Barn Swallow,2,#5ba4cf,Bolivia,BOL,South America,postbreeding_migration,Post-breeding Migration,0.1,0.311,84,2023-12-06
Barn Swallow,2,#5ba4cf,Bolivia,BOL,South America,prebreeding_migration,Pre-breeding Migration,0.329,0.711,70,2023-01-25
Barn Swallow,2,#5ba4cf,Brazil,BRA,South America,nonbreeding,Non-breeding,0.53,0.665,42,2023-12-13
Barn Swallow,2,#5ba4cf,Brazil,BRA,South America,postbreeding_migration,Post-breeding Migration,0.67,1.305,105,2023-11-08
