species,species_id,colour,region_name,region_code,continent_name,season,season_label,season_pop_pct,peak_pop_pct,range_days_occupation,max_week
Barn Swallow,2,#5ba4cf,Brazil,BRA,South America,prebreeding_migration,Pre-breeding Migration,0.545,0.445,77,2023-03-08
Barn Swallow,2,#5ba4cf,Brunei,BRN,Asia,nonbreeding,Non-breeding,0.1,0.562,42,2023-01-18
Barn Swallow,2,#5ba4cf,Botswana,BWA,Africa,nonbreeding,Non-breeding,5.62,18.034,42,2023-12-13
Barn Swallow,2,#5ba4cf,Botswana,BWA,Africa,postbreeding_migration,Post-breeding Migration,1.937,19.986,77,2023-12-06
Barn Swallow,2,#5ba4cf,Botswana,BWA,Africa,prebreeding_migration,Pre-breeding Migration,3.183,9.25,105,2023-03-29
Barn Swallow,2,#5ba4cf,Canada,CAN,North America,breeding,Breeding,2.086,2.681,42,2023-05-31
Barn Swallow,2,#5ba4cf,Canada,CAN,North America,postbreeding_migration,Post-breeding Migration,0.703,2.047,77,2023-08-09
Barn Swallow,2,#5ba4cf,Canada,CAN,North America,prebreeding_migration,Pre-breeding Migration,0.211,2.244,42,2023-05-24
Barn Swallow,2,#5ba4cf,Switzerland,CHE,Europe,breeding,Breeding,0.086,0.101,42,2023-07-05
Barn Swallow,2,#5ba4cf,Switzerland,CHE,Europe,postbreeding_migration,Post-breeding Migration,0.044,0.143,126,2023-08-09
Barn Swallow,2,#5ba4cf,Switzerland,CHE,Europe,prebreeding_migration,Pre-breeding Migration,0.03,0.147,63,2023-05-10
Barn Swallow,2,#5ba4cf,Chile,CHL,South America,nonbreeding,Non-breeding,0.016,0.032,42,2023-01-04
Barn Swallow,2,#5ba4cf,Chile,CHL,South America,postbreeding_migration,Post-breeding Migration,0.025,0.108,84,2023-11-01
Barn Swallow,2,#5ba4cf,China,CHN,Asia,breeding,Breeding,17.624,18.459,42,2023-06-14
Barn Swallow,2,#5ba4cf,China,CHN,Asia,nonbreeding,Non-breeding,0.508,0.753,42,2023-12-13
Barn Swallow,2,#5ba4cf,China,CHN,Asia,postbreeding_migration,Post-breeding Migration,7.708,16.941,154,2023-07-12
Barn Swallow,2,#5ba4cf,China,CHN,Asia,prebreeding_migration,Pre-breeding Migration,6.376,14.174,126,2023-05-24
Barn Swallow,2,#5ba4cf,Ivory Coast,CIV,Africa,nonbreeding,Non-breeding,0.093,0.209,42,2023-01-04
Barn Swallow,2,#5ba4cf,Ivory Coast,CIV,Africa,postbreeding_migration,Post-breeding Migration,0.05,0.214,77,2023-10-25
Barn Swallow,2,#5ba4cf,Ivory Coast,CIV,Africa,prebreeding_migration,Pre-breeding Migration,0.029,0.14,84,2023-02-08
Barn Swallow,2,#5ba4cf,Cameroon,CMR,Africa,nonbreeding,Non-breeding,0.051,0.1,35,2023-01-11
Barn Swallow,2,#5ba4cf,Cameroon,CMR,Africa,prebreeding_migration,Pre-breeding Migration,0.189,0.206,70,2023-03-08
Barn Swallow,2,#5ba4cf,Democratic Republic of the Congo,COD,Africa,nonbreeding,Non-breeding,3.679,3.745,42,2023-12-20
Barn Swallow,2,#5ba4cf,Democratic Republic of the Congo,COD,Africa,postbreeding_migration,Post-breeding Migration,2.555,9.025,147,2023-11-01
Barn Swallow,2,#5ba4cf,Democratic Republic of the Congo,COD,Africa,prebreeding_migration,Pre-breeding Migration,1.846,3.038,98,2023-03-01
Barn Swallow,2,#5ba4cf,Colombia,COL,South America,nonbreeding,Non-breeding,0.182,0.22,42,2023-01-11
Barn Swallow,2,#5ba4cf,Colombia,COL,South America,postbreeding_migration,Post-breeding Migration,0.059,0.232,140,2023-10-25
Barn Swallow,2,#5ba4cf,Colombia,COL,South America,prebreeding_migration,Pre-breeding Migration,0.433,1.096,126,2023-03-22
Barn Swallow,2,#5ba4cf,Costa Rica,CRI,North America,nonbreeding,Non-breeding,0.057,0.08,42,2023-12-20
Barn Swallow,2,#5ba4cf,Costa Rica,CRI,North America,postbreeding_migration,Post-breeding Migration,0.049,0.18,147,2023-09-27
Barn Swallow,2,#5ba4cf,Costa Rica,CRI,North America,prebreeding_migration,Pre-breeding Migration,0.06,0.178,119,2023-04-19
Barn Swallow,2,#5ba4cf,Cuba,CUB,North America,postbreeding_migration,Post-breeding Migration,0.013,0.12,133,2023-09-06
Barn Swallow,2,#5ba4cf,Cyprus,CYP,Asia,breeding,Breeding,0.134,0.173,42,2023-06-21
Barn Swallow,2,#5ba4cf,Cyprus,CYP,Asia,postbreeding_migration,Post-breeding Migration,0.028,0.077,112,2023-07-12
Barn Swallow,2,#5ba4cf,Cyprus,CYP,Asia,prebreeding_migration,Pre-breeding Migration,0.053,0.18,119,2023-04-19
Barn Swallow,2,#5ba4cf,Czech Republic,CZE,Europe,breeding,Breeding,0.643,0.789,42,2023-07-05
Barn Swallow,2,#5ba4cf,Czech Republic,CZE,Europe,postbreeding_migration,Post-breeding Migration,0.546,2.141,105,2023-08-23
Barn Swallow,2,#5ba4cf,Czech Republic,CZE,Europe,prebreeding_migration,Pre-breeding Migration,0.166,1.01,63,2023-05-17
Barn Swallow,2,#5ba4cf,Germany,DEU,Europe,breeding,Breeding,1.75,2.169,42,2023-07-05
Barn Swallow,2,#5ba4cf,Germany,DEU,Europe,postbreeding_migration,Post-breeding Migration,1.053,3.586,126,2023-08-30
Barn Swallow,2,#5ba4cf,Germany,DEU,Europe,prebreeding_migration,Pre-breeding Migration,0.428,2.198,63,2023-05-03
Barn Swallow,2,#5ba4cf,Djibouti,DJI,Africa,nonbreeding,Non-breeding,0.011,0.012,28,2023-12-13
Barn Swallow,2,#5ba4cf,Djibouti,DJI,Africa,postbreeding_migration,Post-breeding Migration,0.025,0.088,119,2023-11-01
Barn Swallow,2,#5ba4cf,Djibouti,DJI,Africa,prebreeding_migration,Pre-breeding Migration,0.022,0.075,105,2023-04-05
Barn Swallow,2,#5ba4cf,Denmark,DNK,Europe,breeding,Breeding,0.339,0.386,42,2023-05-31
Barn Swallow,2,#5ba4cf,Denmark,DNK,Europe,postbreeding_migration,Post-breeding Migration,0.152,0.546,126,2023-09-06
Barn Swallow,2,#5ba4cf,Denmark,DNK,Europe,prebreeding_migration,Pre-breeding Migration,0.089,0.607,49,2023-05-17
Barn Swallow,2,#5ba4cf,Algeria,DZA,Africa,breeding,Breeding,0.019,0.03,42,2023-06-14
Barn Swallow,2,#5ba4cf,Algeria,DZA,Africa,postbreeding_migration,Post-breeding Migration,0.076,0.122,112,2023-09-13
Barn Swallow,2,#5ba4cf,Algeria,DZA,Africa,prebreeding_migration,Pre-breeding Migration,0.171,0.228,105,2023-03-15
Barn Swallow,2,#5ba4cf,Ecuador,ECU,South America,nonbreeding,Non-breeding,0.074,0.242,42,2023-12-27
Barn Swallow,2,#5ba4cf,Ecuador,ECU,South America,prebreeding_migration,Pre-breeding Migration,0.015,0.045,105,2023-03-08
Barn Swallow,2,#5ba4cf,Egypt,EGY,Africa,breeding,Breeding,0.982,1.109,42,2023-06-07
Barn Swallow,2,#5ba4cf,Egypt,EGY,Africa,nonbreeding,Non-breeding,1.507,2.132,42,2023-12-20
Barn Swallow,2,#5ba4cf,Egypt,EGY,Africa,postbreeding_migration,Post-breeding Migration,1.591,3.258,154,2023-10-25
Barn Swallow,2,#5ba4cf,Egypt,EGY,Africa,prebreeding_migration,Pre-breeding Migration,2.272,6.272,126,2023-04-26
Barn Swallow,2,#5ba4cf,England,ENG,Europe,breeding,Breeding,0.451,0.481,42,2023-07-05
Barn Swallow,2,#5ba4cf,England,ENG,Europe,postbreeding_migration,Post-breeding Migration,0.258,0.716,147,2023-09-06
Barn Swallow,2,#5ba4cf,England,ENG,Europe,prebreeding_migration,Pre-breeding Migration,0.094,0.498,63,2023-05-03
Barn Swallow,2,#5ba4cf,Eritrea,ERI,Africa,nonbreeding,Non-breeding,0.033,0.047,7,2023-12-13
Barn Swallow,2,#5ba4cf,Eritrea,ERI,Africa,postbreeding_migration,Post-breeding Migration,0.144,0.467,126,2023-11-01
Barn Swallow,2,#5ba4cf,Eritrea,ERI,Africa,prebreeding_migration,Pre-breeding Migration,0.073,0.272,98,2023-03-29
Barn Swallow,2,#5ba4cf,Spain,ESP,Europe,breeding,Breeding,2.32,2.561,42,2023-06-21
Barn Swallow,2,#5ba4cf,Spain,ESP,Europe,postbreeding_migration,Post-breeding Migration,1.323,7.095,154,2023-09-20
Barn Swallow,2,#5ba4cf,Spain,ESP,Europe,prebreeding_migration,Pre-breeding Migration,0.695,2.039,126,2023-04-26
Barn Swallow,2,#5ba4cf,Estonia,EST,Europe,breeding,Breeding,0.095,0.117,42,2023-07-05
Barn Swallow,2,#5ba4cf,Estonia,EST,Europe,postbreeding_migration,Post-breeding Migration,0.109,0.27,105,2023-08-09
Barn Swallow,2,#5ba4cf,Estonia,EST,Europe,prebreeding_migration,Pre-breeding Migration,0.021,0.131,35,2023-05-17
Barn Swallow,2,#5ba4cf,Ethiopia,ETH,Africa,nonbreeding,Non-breeding,1.72,2.221,42,2023-01-04
Barn Swallow,2,#5ba4cf,Ethiopia,ETH,Africa,postbreeding_migration,Post-breeding Migration,1.139,4.35,140,2023-11-01
Barn Swallow,2,#5ba4cf,Ethiopia,ETH,Africa,prebreeding_migration,Pre-breeding Migration,1.16,2.611,119,2023-03-08
Barn Swallow,2,#5ba4cf,Finland,FIN,Europe,breeding,Breeding,0.383,0.592,42,2023-05-31
Barn Swallow,2,#5ba4cf,Finland,FIN,Europe,postbreeding_migration,Post-breeding Migration,0.385,1.205,105,2023-08-09
Barn Swallow,2,#5ba4cf,Finland,FIN,Europe,prebreeding_migration,Pre-breeding Migration,0.134,0.55,28,2023-05-24
Barn Swallow,2,#5ba4cf,France,FRA,Europe,breeding,Breeding,1.951,2.159,42,2023-07-05
Barn Swallow,2,#5ba4cf,France,FRA,Europe,postbreeding_migration,Post-breeding Migration,0.96,2.786,147,2023-09-27
Barn Swallow,2,#5ba4cf,France,FRA,Europe,prebreeding_migration,Pre-breeding Migration,0.623,2.399,77,2023-05-03
Barn Swallow,2,#5ba4cf,Gabon,GAB,Africa,nonbreeding,Non-breeding,0.042,0.066,35,2023-01-18
Barn Swallow,2,#5ba4cf,Gabon,GAB,Africa,prebreeding_migration,Pre-breeding Migration,0.136,0.152,28,2023-02-01
Barn Swallow,2,#5ba4cf,Georgia,GEO,Asia,breeding,Breeding,0.18,0.213,42,2023-07-05
Barn Swallow,2,#5ba4cf,Georgia,GEO,Asia,postbreeding_migration,Post-breeding Migration,0.167,0.528,105,2023-09-20
Barn Swallow,2,#5ba4cf,Georgia,GEO,Asia,prebreeding_migration,Pre-breeding Migration,0.146,0.667,84,2023-05-03
Barn Swallow,2,#5ba4cf,Ghana,GHA,Africa,nonbreeding,Non-breeding,0.094,0.213,42,2023-01-04
Barn Swallow,2,#5ba4cf,Ghana,GHA,Africa,postbreeding_migration,Post-breeding Migration,0.062,0.269,84,2023-10-25
Barn Swallow,2,#5ba4cf,Ghana,GHA,Africa,prebreeding_migration,Pre-breeding Migration,0.055,0.247,91,2023-02-08
Barn Swallow,2,#5ba4cf,Guinea,GIN,Africa,nonbreeding,Non-breeding,0.055,0.103,42,2023-01-04
Barn Swallow,2,#5ba4cf,Guinea,GIN,Africa,postbreeding_migration,Post-breeding Migration,0.025,0.128,70,2023-10-25
Barn Swallow,2,#5ba4cf,Equatorial Guinea,GNQ,Africa,nonbreeding,Non-breeding,0.013,0.031,35,2023-01-11
Barn Swallow,2,#5ba4cf,Equatorial Guinea,GNQ,Africa,prebreeding_migration,Pre-breeding Migration,0.057,0.088,63,2023-02-08
Barn Swallow,2,#5ba4cf,Greece,GRC,Europe,breeding,Breeding,0.895,1.04,42,2023-06-28
Barn Swallow,2,#5ba4cf,Greece,GRC,Europe,postbreeding_migration,Post-breeding Migration,0.327,0.784,147,2023-07-12
Barn Swallow,2,#5ba4cf,Greece,GRC,Europe,prebreeding_migration,Pre-breeding Migration,0.42,1.244,91,2023-04-19
Barn Swallow,2,#5ba4cf,Guatemala,GTM,North America,nonbreeding,Non-breeding,0.039,0.067,42,2023-12-20
Barn Swallow,2,#5ba4cf,Guatemala,GTM,North America,postbreeding_migration,Post-breeding Migration,0.014,0.069,140,2023-11-01
Barn Swallow,2,#5ba4cf,Guatemala,GTM,North America,prebreeding_migration,Pre-breeding Migration,0.044,0.157,119,2023-04-12
Barn Swallow,2,#5ba4cf,Guyana,GUY,South America,prebreeding_migration,Pre-breeding Migration,0.028,0.113,91,2023-03-22
Barn Swallow,2,#5ba4cf,Honduras,HND,North America,nonbreeding,Non-breeding,0.041,0.071,42,2023-12-20
Barn Swallow,2,#5ba4cf,Honduras,HND,North America,postbreeding_migration,Post-breeding Migration,0.031,0.119,140,2023-10-25
Barn Swallow,2,#5ba4cf,Honduras,HND,North America,prebreeding_migration,Pre-breeding Migration,0.045,0.154,126,2023-04-12
Barn Swallow,2,#5ba4cf,Croatia,HRV,Europe,breeding,Breeding,0.385,0.487,42,2023-07-05
Barn Swallow,2,#5ba4cf,Croatia,HRV,Europe,postbreeding_migration,Post-breeding Migration,0.135,0.428,119,2023-08-30
Barn Swallow,2,#5ba4cf,Croatia,HRV,Europe,prebreeding_migration,Pre-breeding Migration,0.105,0.439,77,2023-04-19
Barn Swallow,2,#5ba4cf,Hungary,HUN,Europe,breeding,Breeding,1.068,1.341,42,2023-07-05
Barn Swallow,2,#5ba4cf,Hungary,HUN,Europe,postbreeding_migration,Post-breeding Migration,0.471,1.321,112,2023-07-19
Barn Swallow,2,#5ba4cf,Hungary,HUN,Europe,prebreeding_migration,Pre-breeding Migration,0.249,1.274,63,2023-05-17
Barn Swallow,2,#5ba4cf,Indonesia,IDN,Asia,nonbreeding,Non-breeding,1.802,3.018,42,2023-01-18
Barn Swallow,2,#5ba4cf,Indonesia,IDN,Asia,postbreeding_migration,Post-breeding Migration,1.265,4.66,154,2023-10-11
Barn Swallow,2,#5ba4cf,Indonesia,IDN,Asia,prebreeding_migration,Pre-breeding Migration,1.728,3.265,112,2023-03-08
Barn Swallow,2,#5ba4cf,India,IND,Asia,breeding,Breeding,0.117,0.132,42,2023-05-31
Barn Swallow,2,#5ba4cf,India,IND,Asia,nonbreeding,Non-breeding,9.28,12.145,42,2023-12-20
Barn Swallow,2,#5ba4cf,India,IND,Asia,postbreeding_migration,Post-breeding Migration,1.7,6.9,154,2023-10-25
Barn Swallow,2,#5ba4cf,India,IND,Asia,prebreeding_migration,Pre-breeding Migration,2.879,9.504,126,2023-01-25
Barn Swallow,2,#5ba4cf,Ireland,IRL,Europe,breeding,Breeding,0.444,0.488,42,2023-06-28
Barn Swallow,2,#5ba4cf,Ireland,IRL,Europe,postbreeding_migration,Post-breeding Migration,0.158,0.456,112,2023-09-06
Barn Swallow,2,#5ba4cf,Ireland,IRL,Europe,prebreeding_migration,Pre-breeding Migration,0.06,0.378,56,2023-05-24
Barn Swallow,2,#5ba4cf,Iran,IRN,Asia,breeding,Breeding,2.494,3.576,42,2023-06-28
Barn Swallow,2,#5ba4cf,Iran,IRN,Asia,nonbreeding,Non-breeding,0.032,0.055,42,2023-01-11
Barn Swallow,2,#5ba4cf,Iran,IRN,Asia,postbreeding_migration,Post-breeding Migration,0.675,2.125,154,2023-07-12
Barn Swallow,2,#5ba4cf,Iran,IRN,Asia,prebreeding_migration,Pre-breeding Migration,1.254,3.601,126,2023-04-26
Barn Swallow,2,#5ba4cf,Iraq,IRQ,Asia,breeding,Breeding,1.815,2.099,42,2023-06-21
Barn Swallow,2,#5ba4cf,Iraq,IRQ,Asia,postbreeding_migration,Post-breeding Migration,0.592,1.019,140,2023-07-12
Barn Swallow,2,#5ba4cf,Iraq,IRQ,Asia,prebreeding_migration,Pre-breeding Migration,1.882,3.547,126,2023-03-22
Barn Swallow,2,#5ba4cf,Israel,ISR,Asia,breeding,Breeding,0.211,0.299,42,2023-06-21
Barn Swallow,2,#5ba4cf,Israel,ISR,Asia,nonbreeding,Non-breeding,0.152,0.265,42,2023-12-20
Barn Swallow,2,#5ba4cf,Israel,ISR,Asia,postbreeding_migration,Post-breeding Migration,0.15,0.649,154,2023-10-04
Barn Swallow,2,#5ba4cf,Israel,ISR,Asia,prebreeding_migration,Pre-breeding Migration,0.29,1.343,126,2023-04-19
Barn Swallow,2,#5ba4cf,Italy,ITA,Europe,breeding,Breeding,1.2,1.319,42,2023-06-14
Barn Swallow,2,#5ba4cf,Italy,ITA,Europe,postbreeding_migration,Post-breeding Migration,0.534,1.611,133,2023-09-06
Barn Swallow,2,#5ba4cf,Italy,ITA,Europe,prebreeding_migration,Pre-breeding Migration,0.547,1.873,98,2023-04-19
Barn Swallow,2,#5ba4cf,Jordan,JOR,Asia,breeding,Breeding,0.05,0.08,42,2023-06-21
Barn Swallow,2,#5ba4cf,Jordan,JOR,Asia,nonbreeding,Non-breeding,0.024,0.049,42,2023-12-20
Barn Swallow,2,#5ba4cf,Jordan,JOR,Asia,postbreeding_migration,Post-breeding Migration,0.193,1.121,154,2023-10-04
Barn Swallow,2,#5ba4cf,Jordan,JOR,Asia,prebreeding_migration,Pre-breeding Migration,0.313,1.492,126,2023-04-19
Barn Swallow,2,#5ba4cf,Japan,JPN,Asia,breeding,Breeding,2.406,6.031,42,2023-07-05
Barn Swallow,2,#5ba4cf,Japan,JPN,Asia,postbreeding_migration,Post-breeding Migration,5.505,29.14,154,2023-08-16
Barn Swallow,2,#5ba4cf,Japan,JPN,Asia,prebreeding_migration,Pre-breeding Migration,0.154,0.749,126,2023-05-24
Barn Swallow,2,#5ba4cf,Kazakhstan,KAZ,Asia,breeding,Breeding,10.768,12.731,42,2023-06-07
Barn Swallow,2,#5ba4cf,Kazakhstan,KAZ,Asia,postbreeding_migration,Post-breeding Migration,4.792,5.665,105,2023-07-12
Barn Swallow,2,#5ba4cf,Kazakhstan,KAZ,Asia,prebreeding_migration,Pre-breeding Migration,5.663,12.088,63,2023-05-24
Barn Swallow,2,#5ba4cf,Kenya,KEN,Africa,nonbreeding,Non-breeding,5.974,9.232,42,2023-12-20
Barn Swallow,2,#5ba4cf,Kenya,KEN,Africa,postbreeding_migration,Post-breeding Migration,1.039,3.867,154,2023-11-29
Barn Swallow,2,#5ba4cf,Kenya,KEN,Africa,prebreeding_migration,Pre-breeding Migration,3.606,13.773,126,2023-02-01
Barn Swallow,2,#5ba4cf,Kyrgyzstan,KGZ,Asia,breeding,Breeding,0.108,0.148,42,2023-07-05
Barn Swallow,2,#5ba4cf,Kyrgyzstan,KGZ,Asia,postbreeding_migration,Post-breeding Migration,0.052,0.172,98,2023-07-12
Barn Swallow,2,#5ba4cf,Kyrgyzstan,KGZ,Asia,prebreeding_migration,Pre-breeding Migration,0.047,0.12,56,2023-05-17
Barn Swallow,2,#5ba4cf,Cambodia,KHM,Asia,breeding,Breeding,0.042,0.108,42,2023-07-05
Barn Swallow,2,#5ba4cf,Cambodia,KHM,Asia,nonbreeding,Non-breeding,1.213,1.958,42,2023-12-20
Barn Swallow,2,#5ba4cf,Cambodia,KHM,Asia,postbreeding_migration,Post-breeding Migration,0.352,1.91,154,2023-11-29
Barn Swallow,2,#5ba4cf,Cambodia,KHM,Asia,prebreeding_migration,Pre-breeding Migration,0.75,1.696,126,2023-02-22
Barn Swallow,2,#5ba4cf,South Korea,KOR,Asia,breeding,Breeding,0.221,0.259,42,2023-06-28
Barn Swallow,2,#5ba4cf,South Korea,KOR,Asia,postbreeding_migration,Post-breeding Migration,0.311,0.983,154,2023-09-20
Barn Swallow,2,#5ba4cf,South Korea,KOR,Asia,prebreeding_migration,Pre-breeding Migration,0.044,0.181,91,2023-05-24
Barn Swallow,2,#5ba4cf,Kosovo,KOS,Europe,breeding,Breeding,0.054,0.062,42,2023-06-28
Barn Swallow,2,#5ba4cf,Kosovo,KOS,Europe,postbreeding_migration,Post-breeding Migration,0.028,0.07,98,2023-09-13
Barn Swallow,2,#5ba4cf,Kosovo,KOS,Europe,prebreeding_migration,Pre-breeding Migration,0.021,0.057,63,2023-04-26
Barn Swallow,2,#5ba4cf,Kuwait,KWT,Asia,postbreeding_migration,Post-breeding Migration,0.019,0.118,140,2023-10-25
Barn Swallow,2,#5ba4cf,Kuwait,KWT,Asia,prebreeding_migration,Pre-breeding Migration,0.068,0.248,126,2023-04-19
Barn Swallow,2,#5ba4cf,Laos,LAO,Asia,nonbreeding,Non-breeding,0.327,0.624,42,2023-12-20
Barn Swallow,2,#5ba4cf,Laos,LAO,Asia,postbreeding_migration,Post-breeding Migration,0.086,0.478,154,2023-11-01
Barn Swallow,2,#5ba4cf,Laos,LAO,Asia,prebreeding_migration,Pre-breeding Migration,0.17,0.406,126,2023-03-08
Barn Swallow,2,#5ba4cf,Lebanon,LBN,Asia,breeding,Breeding,0.061,0.101,42,2023-06-21
Barn Swallow,2,#5ba4cf,Lebanon,LBN,Asia,nonbreeding,Non-breeding,0.014,0.027,42,2023-12-20
Barn Swallow,2,#5ba4cf,Lebanon,LBN,Asia,postbreeding_migration,Post-breeding Migration,0.032,0.132,154,2023-09-27
Barn Swallow,2,#5ba4cf,Lebanon,LBN,Asia,prebreeding_migration,Pre-breeding Migration,0.043,0.201,126,2023-04-19
Barn Swallow,2,#5ba4cf,Liberia,LBR,Africa,nonbreeding,Non-breeding,0.166,0.301,42,2023-01-04
Barn Swallow,2,#5ba4cf,Liberia,LBR,Africa,postbreeding_migration,Post-breeding Migration,0.045,0.132,63,2023-11-01
Barn Swallow,2,#5ba4cf,Liberia,LBR,Africa,prebreeding_migration,Pre-breeding Migration,0.036,0.085,84,2023-02-08
Barn Swallow,2,#5ba4cf,Sri Lanka,LKA,Asia,nonbreeding,Non-breeding,8.156,19.339,42,2023-12-13
Barn Swallow,2,#5ba4cf,Sri Lanka,LKA,Asia,postbreeding_migration,Post-breeding Migration,0.739,6.171,126,2023-12-06
Barn Swallow,2,#5ba4cf,Sri Lanka,LKA,Asia,prebreeding_migration,Pre-breeding Migration,2.664,14.43,98,2023-02-01
Barn Swallow,2,#5ba4cf,Lesotho,LSO,Africa,nonbreeding,Non-breeding,0.052,0.087,42,2023-01-11
Barn Swallow,2,#5ba4cf,Lesotho,LSO,Africa,prebreeding_migration,Pre-breeding Migration,0.027,0.08,84,2023-03-15
Barn Swallow,2,#5ba4cf,Lithuania,LTU,Europe,breeding,Breeding,0.189,0.221,42,2023-07-05
Barn Swallow,2,#5ba4cf,Lithuania,LTU,Europe,postbreeding_migration,Post-breeding Migration,0.291,0.995,105,2023-09-20
Barn Swallow,2,#5ba4cf,Lithuania,LTU,Europe,prebreeding_migration,Pre-breeding Migration,0.064,0.236,49,2023-05-17
Barn Swallow,2,#5ba4cf,Latvia,LVA,Europe,breeding,Breeding,0.106,0.134,42,2023-07-05
Barn Swallow,2,#5ba4cf,Latvia,LVA,Europe,postbreeding_migration,Post-breeding Migration,0.147,0.396,84,2023-09-06
Barn Swallow,2,#5ba4cf,Latvia,LVA,Europe,prebreeding_migration,Pre-breeding Migration,0.038,0.147,35,2023-05-17
Barn Swallow,2,#5ba4cf,Morocco,MAR,Africa,breeding,Breeding,0.202,0.24,42,2023-05-31
Barn Swallow,2,#5ba4cf,Morocco,MAR,Africa,nonbreeding,Non-breeding,0.208,0.308,42,2023-01-11
Barn Swallow,2,#5ba4cf,Morocco,MAR,Africa,postbreeding_migration,Post-breeding Migration,0.201,0.723,154,2023-09-27
Barn Swallow,2,#5ba4cf,Morocco,MAR,Africa,prebreeding_migration,Pre-breeding Migration,0.879,1.97,126,2023-04-19
Barn Swallow,2,#5ba4cf,Moldova,MDA,Europe,breeding,Breeding,0.305,0.381,42,2023-05-31
Barn Swallow,2,#5ba4cf,Moldova,MDA,Europe,postbreeding_migration,Post-breeding Migration,0.189,0.417,98,2023-09-06
Barn Swallow,2,#5ba4cf,Moldova,MDA,Europe,prebreeding_migration,Pre-breeding Migration,0.18,0.416,56,2023-04-26
Barn Swallow,2,#5ba4cf,Mexico,MEX,North America,breeding,Breeding,1.861,2.186,42,2023-06-07
Barn Swallow,2,#5ba4cf,Mexico,MEX,North America,nonbreeding,Non-breeding,0.266,0.418,42,2023-12-20
Barn Swallow,2,#5ba4cf,Mexico,MEX,North America,postbreeding_migration,Post-breeding Migration,1.977,7.932,154,2023-09-06
Barn Swallow,2,#5ba4cf,Mexico,MEX,North America,prebreeding_migration,Pre-breeding Migration,0.901,2.533,126,2023-04-26
Barn Swallow,2,#5ba4cf,Macedonia,MKD,Europe,breeding,Breeding,0.115,0.144,42,2023-06-28
Barn Swallow,2,#5ba4cf,Macedonia,MKD,Europe,postbreeding_migration,Post-breeding Migration,0.061,0.166,98,2023-09-06
Barn Swallow,2,#5ba4cf,Macedonia,MKD,Europe,prebreeding_migration,Pre-breeding Migration,0.044,0.139,63,2023-04-19
Barn Swallow,2,#5ba4cf,Myanmar,MMR,Asia,breeding,Breeding,0.12,0.294,42,2023-07-05
Barn Swallow,2,#5ba4cf,Myanmar,MMR,Asia,nonbreeding,Non-breeding,1.836,2.958,42,2023-12-20
Barn Swallow,2,#5ba4cf,Myanmar,MMR,Asia,postbreeding_migration,Post-breeding Migration,0.57,2.333,154,2023-11-01
Barn Swallow,2,#5ba4cf,Myanmar,MMR,Asia,prebreeding_migration,Pre-breeding Migration,1.202,2.673,126,2023-02-15
Barn Swallow,2,#5ba4cf,Montenegro,MNE,Europe,breeding,Breeding,0.033,0.042,42,2023-06-28
Barn Swallow,2,#5ba4cf,Montenegro,MNE,Europe,postbreeding_migration,Post-breeding Migration,0.012,0.037,98,2023-08-30
Barn Swallow,2,#5ba4cf,Montenegro,MNE,Europe,prebreeding_migration,Pre-breeding Migration,0.017,0.063,77,2023-04-19
Barn Swallow,2,#5ba4cf,Mongolia,MNG,Asia,breeding,Breeding,0.478,1.445,42,2023-05-31
Barn Swallow,2,#5ba4cf,Mongolia,MNG,Asia,postbreeding_migration,Post-breeding Migration,0.442,1.134,77,2023-07-19
Barn Swallow,2,#5ba4cf,Mongolia,MNG,Asia,prebreeding_migration,Pre-breeding Migration,0.198,0.662,28,2023-05-24
Barn Swallow,2,#5ba4cf,Mozambique,MOZ,Africa,nonbreeding,Non-breeding,6.108,10.364,42,2023-01-11
Barn Swallow,2,#5ba4cf,Mozambique,MOZ,Africa,postbreeding_migration,Post-breeding Migration,0.996,3.207,84,2023-11-01
Barn Swallow,2,#5ba4cf,Mozambique,MOZ,Africa,prebreeding_migration,Pre-breeding Migration,4.905,11.079,98,2023-01-25
Barn Swallow,2,#5ba4cf,Mauritania,MRT,Africa,nonbreeding,Non-breeding,0.14,0.185,42,2023-01-04
Barn Swallow,2,#5ba4cf,Mauritania,MRT,Africa,postbreeding_migration,Post-breeding Migration,0.012,0.112,70,2023-11-01
Barn Swallow,2,#5ba4cf,Mauritania,MRT,Africa,prebreeding_migration,Pre-breeding Migration,0.739,1.187,112,2023-04-12
Barn Swallow,2,#5ba4cf,Malawi,MWI,Africa,nonbreeding,Non-breeding,0.314,0.538,42,2023-01-04
Barn Swallow,2,#5ba4cf,Malawi,MWI,Africa,postbreeding_migration,Post-breeding Migration,0.098,0.4,84,2023-10-25
Barn Swallow,2,#5ba4cf,Malawi,MWI,Africa,prebreeding_migration,Pre-breeding Migration,0.364,0.696,84,2023-03-08
Barn Swallow,2,#5ba4cf,Malaysia,MYS,Asia,nonbreeding,Non-breeding,2.079,6.353,42,2023-01-18
Barn Swallow,2,#5ba4cf,Malaysia,MYS,Asia,postbreeding_migration,Post-breeding Migration,0.193,0.834,154,2023-10-25
Barn Swallow,2,#5ba4cf,Malaysia,MYS,Asia,prebreeding_migration,Pre-breeding Migration,0.299,1.529,126,2023-01-25
Barn Swallow,2,#5ba4cf,Namibia,NAM,Africa,nonbreeding,Non-breeding,0.97,1.714,42,2023-12-13
